user_id,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi
994,7.10126582278481,7.0588235294117645,,6.96,,7.333333333333333,7.276595744680851,3.75,7.0,6.533333333333333,7.0,7.5,5.142857142857143,,6.0,7.518518518518518,,8.0,7.5,5.333333333333333,6.739130434782608,7.333333333333333,9.0,6.909090909090909,6.913043478260869,,7.46875,7.1875,6.2,8.0,,7.136363636363637,,6.9375,,8.0,7.526315789473684,7.017543859649122,7.818181818181818,,8.0,
995,7.1965065502183405,7.293478260869565,6.5,7.161904761904762,7.666666666666667,7.2,7.742105263157895,7.092592592592593,7.343612334801762,7.433333333333334,7.083333333333333,6.708333333333333,7.377777777777778,5.0,7.051948051948052,7.190476190476191,7.875,7.21875,6.620689655172414,6.36734693877551,7.827586206896552,7.176470588235294,8.0,7.8076923076923075,7.546511627906977,5.928571428571429,7.526666666666666,7.752688172043011,7.517241379310345,7.6875,7.0,7.7073170731707314,,7.675925925925926,6.9,6.678571428571429,7.8936170212765955,7.468253968253968,7.954545454545454,5.666666666666667,7.166666666666667,
996,9.333333333333334,,,10.0,,,10.0,,10.0,,,,,,,10.0,,,,9.0,9.0,,,,10.0,,,10.0,,10.0,,,,10.0,,9.5,9.0,8.0,,,,
997,8.424,8.605633802816902,,8.601895734597157,9.0,8.25,8.830188679245284,8.27659574468085,8.37719298245614,9.095238095238097,8.263157894736842,9.1,8.615384615384615,7.5,,8.28888888888889,8.5,8.88888888888889,8.923076923076923,8.384615384615385,8.486486486486486,8.785714285714286,7.5,8.631578947368421,8.47008547008547,9.333333333333334,8.688888888888888,8.275,8.622641509433961,8.2,8.166666666666666,8.97391304347826,7.0,8.588235294117647,8.0,8.757575757575758,9.071428571428571,8.571428571428571,8.6,,8.0,
998,7.53,7.732673267326732,10.0,7.764044943820225,8.666666666666666,7.636363636363637,7.87248322147651,7.117021276595745,7.567567567567567,7.333333333333333,7.36231884057971,7.153846153846154,7.8,9.0,7.5,7.712121212121212,6.733333333333333,7.69811320754717,7.666666666666667,8.1,8.027397260273972,8.333333333333334,8.055555555555555,8.088888888888889,7.476923076923077,6.888888888888889,7.677165354330708,7.836206896551724,7.23404255319149,8.076923076923077,7.0,7.63063063063063,,7.651515151515151,7.875,8.333333333333334,7.2592592592592595,7.739837398373984,8.125,,7.75,
999,7.2592592592592595,6.9523809523809526,,7.3478260869565215,6.8,8.0,7.074074074074074,6.75,6.875,7.0,,8.666666666666666,7.714285714285714,,,7.25,7.4,5.5,7.75,,7.0,3.0,7.0,7.363636363636363,7.0,,7.0,7.0,8.0,,,7.05,,7.9,,8.5,6.714285714285714,7.266666666666667,7.0,,9.0,
1000,6.930232558139535,6.923076923076923,,7.283018867924528,,7.111111111111111,7.25,7.171428571428572,7.042253521126761,7.15,7.5,,6.6,8.0,,7.413793103448276,6.0,7.625,6.75,7.5,6.8125,6.7,6.666666666666667,6.647058823529412,7.454545454545454,,7.365853658536586,7.137931034482759,6.684210526315789,7.857142857142857,7.0,6.689655172413793,8.5,7.390243902439025,,7.25,6.5,6.957446808510638,7.0,,7.0,6.0
1001,8.666666666666666,9.0,,8.833333333333334,,,8.6,,9.0,,10.0,,,,,9.0,,,9.0,10.0,9.333333333333334,,9.0,9.0,8.6,,8.5,,9.0,8.333333333333334,,9.5,,,,10.0,8.0,9.333333333333334,9.0,,,
1002,7.097087378640777,7.147540983606557,8.0,7.226415094339623,7.1,7.333333333333333,7.3119266055045875,5.625,7.0,7.230769230769231,5.0,7.625,6.0,7.75,6.642857142857143,7.428571428571429,7.0,7.583333333333333,7.090909090909091,8.333333333333334,6.854166666666667,7.384615384615385,7.571428571428571,7.3478260869565215,7.3478260869565215,7.75,7.134615384615385,7.271186440677966,7.09375,7.166666666666667,,7.413793103448276,7.0,7.5,8.8,7.625,7.125,6.85,7.666666666666667,,6.8,
1003,7.2,6.96875,,7.105263157894737,,7.166666666666667,7.520833333333333,6.8,7.114285714285714,9.0,,7.0,7.5,,,6.571428571428571,7.714285714285714,,7.333333333333333,7.333333333333333,7.285714285714286,7.0,6.0,7.6,6.973684210526316,7.0,7.621621621621622,6.428571428571429,7.666666666666667,6.6,,7.476190476190476,6.625,7.190476190476191,,7.944444444444445,7.434782608695652,7.0,7.0,,,
1004,8.024752475247524,7.841666666666667,,8.05144694533762,9.0,8.17142857142857,8.298561151079136,7.42,7.936619718309859,7.571428571428571,7.448275862068965,8.126760563380282,7.952380952380952,8.619047619047619,7.4,8.289855072463768,7.8,8.147058823529411,8.46875,8.272727272727273,8.387096774193548,8.545454545454545,8.0,8.522727272727273,8.037313432835822,8.083333333333334,7.97887323943662,8.095238095238095,8.042857142857143,8.306930693069306,8.0,7.964285714285714,7.5,8.26271186440678,8.25,7.818181818181818,8.2,8.082872928176796,8.608695652173912,,8.0,8.466666666666667
1005,8.508928571428571,8.414634146341463,,8.410714285714286,9.0,8.25,8.785714285714286,7.666666666666667,8.575,9.5,7.6923076923076925,8.666666666666666,7.8,,,8.5,7.0,8.509803921568627,8.647058823529411,9.0,8.777777777777779,8.25,8.833333333333334,8.863636363636363,8.307692307692308,10.0,8.34375,8.5375,8.071428571428571,8.25,,8.655172413793103,,8.48,8.612903225806452,8.0,8.555555555555555,8.73469387755102,9.0625,,8.75,
1006,8.166666666666666,7.714285714285714,,7.846153846153846,,9.0,6.0,6.0,7.285714285714286,6.75,,,,,,9.0,7.0,,,,7.0,8.666666666666666,,7.0,5.8,,7.818181818181818,8.8,,,,8.1875,3.0,7.5,,5.0,8.666666666666666,9.142857142857142,,,,
1008,7.535242290748899,7.53125,8.333333333333334,7.598070739549839,7.666666666666667,7.680851063829787,7.995,6.763888888888889,7.489795918367347,7.620689655172414,6.684210526315789,8.0,7.404761904761905,7.875,7.236842105263157,7.333333333333333,7.428571428571429,7.772727272727272,8.127272727272727,8.0,7.574074074074074,6.444444444444445,8.25,7.636363636363637,7.462121212121212,7.6875,7.493150684931507,7.646616541353383,7.445945945945946,7.222222222222222,7.5,7.874074074074074,,7.5625,8.0,8.110091743119266,7.588888888888889,7.466666666666667,7.8076923076923075,,7.272727272727272,
1009,8.583333333333334,8.571428571428571,,8.5,,9.0,8.826086956521738,8.0,8.666666666666666,9.0,9.0,,,,,8.5,9.0,,9.5,9.0,9.0,7.5,10.0,9.166666666666666,8.7,,8.842105263157896,8.333333333333334,9.0,6.0,,9.181818181818182,,8.777777777777779,,,8.857142857142858,8.3,9.5,,8.0,
1010,6.901477832512315,7.228260869565218,7.0,6.82258064516129,7.285714285714286,7.2,7.348214285714286,6.37037037037037,7.042553191489362,6.833333333333333,6.083333333333333,7.526315789473684,6.75,7.5,8.0,7.0,6.8125,7.409090909090909,7.863636363636363,7.2,7.189655172413793,7.222222222222222,7.75,7.302325581395348,6.711538461538462,7.4375,6.583333333333333,6.933333333333334,7.080645161290323,7.75,4.0,6.841269841269841,,7.018867924528302,7.5,7.25,6.769230769230769,6.944444444444445,7.133333333333334,,6.615384615384615,
1011,7.481481481481482,7.818181818181818,,7.571428571428571,,7.0,7.40625,6.666666666666667,7.636363636363637,7.25,7.0,8.5,5.666666666666667,,,8.0,,,8.166666666666666,,7.142857142857143,8.0,7.0,6.428571428571429,7.142857142857143,9.0,7.15625,8.666666666666666,6.571428571428571,7.25,,7.62962962962963,,7.166666666666667,9.0,7.0,7.6,7.045454545454546,7.4,,7.0,
1012,7.777777777777778,7.666666666666667,,7.666666666666667,8.0,7.0,8.642857142857142,6.0,7.25,9.0,6.5,9.0,8.0,,,10.0,7.0,7.0,8.2,,8.333333333333334,8.0,9.0,9.0,7.714285714285714,9.0,7.666666666666667,7.444444444444445,7.0,,,7.777777777777778,,7.0,10.0,10.0,7.4,7.857142857142857,8.5,,,
1013,7.619047619047619,7.769230769230769,7.666666666666667,7.9743589743589745,9.0,7.666666666666667,8.119047619047619,7.0,8.045454545454545,7.857142857142857,6.2,7.666666666666667,9.0,,,8.0,,6.714285714285714,7.444444444444445,8.666666666666666,8.428571428571429,8.0,,8.333333333333334,8.23076923076923,,8.18,6.818181818181818,8.11111111111111,7.75,8.0,8.125,,8.31578947368421,,7.571428571428571,7.727272727272727,8.5,8.666666666666666,,8.0,
1014,7.860465116279069,7.636363636363637,,7.857142857142857,8.0,8.090909090909092,8.070175438596491,8.0625,7.803030303030303,7.166666666666667,8.4,7.722222222222222,7.444444444444445,,7.3,8.095238095238095,7.083333333333333,8.31578947368421,8.461538461538462,10.0,8.409090909090908,8.4,8.25,7.666666666666667,8.307692307692308,5.0,8.391304347826088,7.8936170212765955,7.642857142857143,7.5,9.0,7.833333333333333,,8.818181818181818,8.25,8.666666666666666,8.0,8.173913043478262,9.0,,7.727272727272727,
1015,8.875,8.666666666666666,,9.076923076923077,,10.0,8.666666666666666,9.333333333333334,10.0,,9.333333333333334,,,,,8.666666666666666,,,,,,10.0,,,9.5,,9.0,9.5,,,,9.0,,,,,8.875,9.166666666666666,,,,
1016,6.962616822429907,7.409090909090909,,7.306818181818182,9.0,6.714285714285714,8.027027027027026,6.230769230769231,6.945205479452055,7.142857142857143,5.722222222222222,8.083333333333334,6.714285714285714,,,6.95,8.0,7.0,7.0,7.875,7.363636363636363,7.5,8.0,7.25,7.037974683544304,8.0,7.060975609756097,7.0,7.25,7.5,6.0,7.386363636363637,,8.411764705882353,7.0,6.166666666666667,7.416666666666667,7.226415094339623,9.0,,6.6,
1017,8.3125,8.435897435897436,,8.426229508196721,8.375,8.555555555555555,8.306451612903226,8.571428571428571,8.0,8.0,8.166666666666666,8.636363636363637,8.375,6.0,,7.75,7.333333333333333,8.074074074074074,8.08695652173913,7.857142857142857,8.529411764705882,8.333333333333334,8.75,8.413793103448276,8.058823529411764,8.833333333333334,8.166666666666666,8.25,8.733333333333333,7.75,8.5,8.368421052631579,,8.571428571428571,7.857142857142857,,7.8125,8.474576271186441,8.615384615384615,,8.3,
1018,,,,9.0,,,,,,,,,9.0,,,,,,,,,,,,9.0,,,9.0,,,,,,,,,,,,,,
1019,9.5,10.0,,10.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,10.0,,,,,9.0,9.5,,,,
1020,8.428571428571429,8.818181818181818,,7.806451612903226,9.5,7.666666666666667,8.692307692307692,7.25,8.277777777777779,8.666666666666666,7.7894736842105265,8.0,8.4,,,7.777777777777778,7.888888888888889,9.11111111111111,9.0,7.0,8.761904761904763,8.5,9.75,8.952380952380953,8.068181818181818,,8.208333333333334,8.80952380952381,8.75,8.333333333333334,6.0,8.076923076923077,,8.5,,,8.526315789473685,8.512195121951219,9.333333333333334,,8.0,
1021,7.601036269430052,7.630952380952381,8.0,7.688372093023256,6.0,7.5,7.8059701492537314,7.140845070422535,7.584905660377358,8.15,7.383333333333334,7.333333333333333,6.466666666666667,7.5,6.333333333333333,7.512195121951219,7.65,7.513513513513513,7.523809523809524,7.818181818181818,7.255813953488372,7.75,7.25,7.37037037037037,7.745454545454545,7.555555555555555,7.646666666666666,7.235955056179775,7.25,7.235294117647059,7.0,7.833333333333333,,7.611940298507463,7.470588235294118,8.162790697674419,7.365853658536586,7.563106796116505,7.142857142857143,,7.142857142857143,
1023,9.363636363636363,8.5,,8.625,,8.0,8.0,,8.5,,,9.714285714285714,,,,,,,,,9.5,10.0,,,3.0,10.0,,8.25,,,,9.25,,,,,9.5,8.666666666666666,,,,
1024,10.0,10.0,,9.761904761904765,,10.0,9.375,9.909090909090908,10.0,,9.818181818181818,10.0,10.0,,,9.944444444444445,,10.0,10.0,10.0,10.0,9.333333333333334,10.0,10.0,9.696969696969695,,9.736842105263158,10.0,,9.928571428571429,,10.0,,9.090909090909092,,,10.0,9.416666666666666,10.0,,10.0,
1025,6.648484848484848,6.865671641791045,7.0,6.868055555555555,,6.666666666666667,6.970149253731344,6.323529411764706,6.625,6.388888888888889,6.2,6.666666666666667,6.076923076923077,7.0,6.076923076923077,6.793103448275862,5.9375,6.333333333333333,6.764705882352941,7.0,7.129032258064516,7.0,6.6,7.176470588235294,6.706896551724138,8.0,6.777777777777778,6.758620689655173,6.529411764705882,6.6,6.0,7.184782608695652,,6.696969696969697,7.833333333333333,7.821428571428571,6.729166666666667,6.655737704918033,6.666666666666667,,6.0,
1027,7.876712328767123,8.043478260869565,8.5,7.769911504424779,8.0,8.5,8.384615384615385,7.130434782608695,7.743243243243243,8.0,6.705882352941177,8.285714285714286,8.368421052631579,9.5,,7.625,7.304347826086956,7.8,8.571428571428571,8.5,8.533333333333333,8.555555555555555,8.666666666666666,8.3,7.642857142857143,8.6,7.5,7.829787234042553,7.894736842105263,10.0,,7.826530612244898,,8.75,7.333333333333333,7.925925925925926,7.8,8.098901098901099,8.555555555555555,,8.5,
1028,7.2105263157894735,6.644444444444445,,6.854304635761589,8.666666666666666,7.4,7.389830508474576,6.87719298245614,6.953488372093023,,7.066666666666666,6.8,6.7,8.0,,7.0,7.428571428571429,6.857142857142857,8.4,7.0,7.8125,7.0,6.0,7.714285714285714,7.094117647058823,5.0,6.8,7.044117647058823,7.142857142857143,6.666666666666667,6.75,6.878048780487805,,7.4,8.0,6.6,7.0,7.148148148148148,8.5,,7.333333333333333,
1029,7.674418604651163,8.7,8.0,7.5625,7.8,6.0,7.942857142857143,6.909090909090909,7.666666666666667,6.666666666666667,7.333333333333333,8.5,7.333333333333333,8.0,,7.142857142857143,,8.1,7.0,,7.470588235294118,8.666666666666666,7.666666666666667,7.761904761904762,7.851851851851852,10.0,7.0,7.935483870967742,7.363636363636363,,,7.7894736842105265,,7.25,,8.0,7.375,7.451612903225806,7.857142857142857,,6.0,
1030,7.181818181818182,7.0,,7.555555555555555,10.0,8.0,7.333333333333333,8.0,6.0,3.0,8.0,8.0,6.0,,,9.0,,,,,7.75,8.0,,7.3,6.857142857142857,,7.625,4.5,7.0,,,7.75,,7.2,,,8.5,7.357142857142857,8.6,,,
1031,8.877777777777778,8.813953488372093,,8.85576923076923,9.333333333333334,9.0,9.197368421052632,8.615384615384615,8.73015873015873,8.3,8.962264150943396,9.333333333333334,9.0,,8.714285714285714,9.137931034482758,8.285714285714286,9.045454545454543,9.25,8.714285714285714,8.724137931034482,9.0,8.0,9.461538461538462,8.868055555555555,10.0,8.861386138613861,9.012987012987011,8.625,8.6,8.0,9.15686274509804,,9.015625,9.0,,8.636363636363637,9.246153846153844,9.5,,7.8,
1032,8.596774193548388,8.533333333333333,10.0,7.804347826086956,,8.666666666666666,9.0,7.777777777777778,8.23404255319149,7.75,7.823529411764706,,8.0,,,8.285714285714286,7.5,8.714285714285714,8.0,,7.6,8.5,,8.285714285714286,8.011627906976743,,8.039473684210526,8.307692307692308,8.761904761904763,,,7.88,,8.2,,9.833333333333334,8.11111111111111,7.947368421052632,10.0,,7.166666666666667,
1033,9.0,10.0,,8.9,,9.0,7.0,7.666666666666667,9.5,,9.0,,,,,10.0,8.25,9.5,9.5,,,,,,8.0,,7.888888888888889,10.0,10.0,8.333333333333334,,,,6.5,,,8.0,9.5,,,,
1034,8.214285714285714,8.26923076923077,,8.785714285714286,5.5,9.0,8.636363636363637,9.0,8.25,10.0,,9.0,,,,9.333333333333334,8.142857142857142,8.285714285714286,9.5,,,,,5.5,10.0,,9.0,8.133333333333333,,,,8.448275862068966,,,9.666666666666666,10.0,8.1,8.5,,,,
1035,6.787234042553192,6.976190476190476,6.0,6.878787878787879,7.75,6.454545454545454,6.887096774193548,6.714285714285714,6.67741935483871,6.461538461538462,5.571428571428571,6.833333333333333,5.88,4.0,8.0,7.148148148148148,7.25,6.333333333333333,7.222222222222222,8.0,6.741935483870968,7.2,7.666666666666667,7.0344827586206895,5.916666666666667,7.0,6.565217391304348,7.038461538461538,6.6,6.285714285714286,,7.145161290322581,,6.684210526315789,,7.0,7.3,6.769230769230769,6.846153846153846,,5.625,
1036,7.08843537414966,7.675,,7.108974358974359,8.444444444444445,6.125,7.673469387755102,6.433070866141732,7.298245614035087,7.5,6.621951219512195,7.615384615384615,7.178571428571429,7.625,,7.0,6.571428571428571,7.297297297297297,7.4,7.466666666666667,7.490196078431373,7.512195121951219,7.5,7.787878787878788,7.154929577464789,6.666666666666667,7.05524861878453,7.314285714285714,6.871428571428571,7.0,7.272727272727272,7.138461538461539,,7.40650406504065,8.0,7.75,7.0,7.234234234234234,8.0,,7.071428571428571,
1037,9.428571428571429,10.0,,9.22222222222222,10.0,9.5,9.333333333333334,10.0,9.0,9.0,,,10.0,9.0,,9.0,,,,,9.666666666666666,,9.5,9.5,9.0,,10.0,9.333333333333334,,10.0,,9.5,8.0,9.666666666666666,,,,9.416666666666666,9.5,,10.0,8.5
1038,7.27906976744186,7.521739130434782,,7.395061728395062,7.714285714285714,7.142857142857143,7.676470588235294,6.571428571428571,7.136363636363637,7.5,6.125,8.555555555555555,6.428571428571429,9.25,,7.285714285714286,,8.4,7.125,7.75,6.882352941176471,7.333333333333333,5.5,7.833333333333333,7.285714285714286,7.75,7.082191780821918,7.631578947368421,7.3,8.0,,7.136363636363637,,7.56,8.0,7.416666666666667,7.5,7.354838709677419,8.666666666666666,,,
1039,10.0,,,10.0,,,,10.0,,,,,,,,,,8.0,,,,,,,,,,,,,,9.0,,,,9.0,,,,,,
1040,7.710843373493976,8.055555555555555,10.0,6.773722627737226,8.5,7.333333333333333,7.013888888888889,3.8181818181818175,7.227272727272727,4.714285714285714,4.5,9.0,5.266666666666667,8.0,9.5,6.6,9.0,9.0,7.571428571428571,6.5,7.388888888888889,8.214285714285714,8.5,6.708333333333333,5.984615384615385,9.5,6.283582089552239,7.724137931034483,6.161290322580645,6.142857142857143,,7.753846153846154,4.285714285714286,7.208333333333333,9.0,7.636363636363637,7.947368421052632,7.195121951219512,7.545454545454546,,4.727272727272728,3.333333333333333
1042,8.351648351648352,8.775,,8.02962962962963,5.0,7.090909090909091,8.573770491803279,7.080645161290323,8.219178082191782,8.0625,6.7,9.0,8.625,,9.0,8.53191489361702,8.785714285714286,7.666666666666667,8.714285714285714,8.333333333333334,8.866666666666667,7.333333333333333,10.0,9.38888888888889,7.936170212765957,,8.091666666666667,7.580645161290323,8.0,8.411764705882353,8.365853658536585,8.078125,8.0,8.333333333333334,,8.571428571428571,8.625,8.375,9.25,,9.0,
1043,7.27906976744186,7.230769230769231,9.0,7.251461988304094,7.5,6.142857142857143,7.710843373493976,6.487804878048781,7.050847457627119,7.25,7.0,7.111111111111111,7.2,8.0,6.0,7.142857142857143,6.1,7.631578947368421,7.333333333333333,6.956521739130435,7.469387755102041,6.9,6.5,7.238095238095238,7.204545454545454,8.0,7.39,7.349206349206349,7.190476190476191,6.666666666666667,,7.341772151898734,,7.607843137254902,8.25,7.409090909090909,7.694444444444445,7.506849315068493,7.470588235294118,,7.0,
1044,8.409090909090908,8.875,,8.904761904761905,10.0,9.0,8.617647058823529,9.0,8.625,8.0,,9.0,8.428571428571429,,,8.5,10.0,8.5,9.0,7.5,8.823529411764707,,9.0,8.785714285714286,8.681818181818182,,8.476190476190476,8.777777777777779,8.555555555555555,8.5,,8.7,,8.846153846153847,,,9.166666666666666,8.766666666666667,9.0,,9.0,
1045,8.24102564102564,7.983050847457627,7.0,8.227586206896552,,8.428571428571429,8.52,8.0,8.048780487804878,7.823529411764706,,8.972972972972974,7.333333333333333,,7.4375,8.057142857142857,8.105263157894736,7.384615384615385,8.5,9.0,8.9375,8.96,9.5,9.0,8.529411764705882,9.095238095238097,8.583333333333334,8.0,8.904761904761905,8.0,,8.284210526315789,,9.035714285714286,7.0,7.96,8.384615384615385,8.5,8.615384615384615,,8.2,
1046,7.160427807486631,6.888888888888889,,6.965174129353234,7.0,7.0,7.275510204081633,6.878787878787879,6.953271028037383,6.578947368421052,6.681818181818182,7.166666666666667,6.25,,6.2,7.1,6.7,7.534883720930233,7.5,7.529411764705882,7.368421052631579,6.9,7.384615384615385,7.333333333333333,7.134615384615385,,7.057471264367816,7.290909090909091,6.888888888888889,6.833333333333333,,6.828947368421052,,7.014925373134329,7.533333333333333,7.2,7.1395348837209305,7.353658536585366,7.625,,7.6,
1047,7.225806451612903,7.05,8.0,6.993243243243243,7.75,7.875,7.32183908045977,6.681818181818182,7.154929577464789,7.25,6.857142857142857,7.333333333333333,6.5,7.5,7.0,7.25,6.625,7.0,7.15,7.454545454545454,7.121212121212121,6.928571428571429,6.1,7.193548387096774,7.116279069767442,6.0,6.944444444444445,7.186046511627907,6.911764705882353,7.333333333333333,6.5,7.222222222222222,6.0,6.876712328767123,5.666666666666667,6.666666666666667,7.423076923076923,6.9480519480519485,7.411764705882353,,6.0,
1048,6.530612244897959,6.337662337662338,7.833333333333333,6.485029940119761,,6.4,6.93984962406015,5.362068965517241,6.166666666666667,7.111111111111111,5.314814814814815,7.166666666666667,6.727272727272728,6.714285714285714,,6.456521739130435,6.444444444444445,6.930232558139535,7.076923076923077,7.8,6.654545454545454,5.428571428571429,7.8,6.85,6.1847133757961785,6.833333333333333,6.232758620689655,6.621212121212121,6.578947368421052,6.59375,,7.052173913043478,,6.918367346938775,7.230769230769231,7.648648648648648,6.357142857142857,6.479166666666667,7.666666666666667,,6.1875,
1049,7.605042016806722,7.64935064935065,,7.895104895104895,5.0,6.666666666666667,8.306818181818182,6.9,7.828947368421052,7.545454545454546,7.142857142857143,8.2,8.25,10.0,7.24,8.027777777777779,,8.095238095238095,8.357142857142858,8.866666666666667,8.277777777777779,7.769230769230769,7.75,8.454545454545455,7.986486486486487,8.0,8.103896103896103,7.881578947368421,7.9411764705882355,7.615384615384615,7.0,7.739130434782608,,8.38888888888889,8.5,8.0,7.225806451612903,7.767857142857143,9.076923076923077,,8.0,
1050,8.345679012345679,8.368421052631579,,8.364864864864865,,8.5,8.793650793650794,7.888888888888889,8.403846153846153,8.11111111111111,7.875,9.0,8.0,,,8.411764705882353,8.0,7.8,9.142857142857142,10.0,8.464285714285714,8.8,9.0,8.608695652173912,8.098360655737705,9.0,8.375,8.25,8.333333333333334,7.0,,8.646153846153846,,8.56,,9.6,8.9,8.314814814814815,8.76923076923077,,8.0,
1051,7.516129032258065,7.411764705882353,,7.466666666666667,8.0,10.0,7.647058823529412,7.0,7.15,7.0,,4.5,6.666666666666667,,7.0,7.9,3.0,7.2,8.0,10.0,6.571428571428571,7.25,8.0,6.7,7.25,,6.25,7.363636363636363,5.5,,,7.571428571428571,,9.333333333333334,10.0,8.0,6.428571428571429,7.52,7.428571428571429,,9.0,
1052,7.0,7.0,,8.5,7.0,,8.5,8.0,7.0,,,,7.0,,7.0,,,,,8.0,7.0,,,7.0,7.75,,,7.0,,,,,8.5,7.0,,7.0,,,7.0,,,
1054,10.0,10.0,,10.0,,10.0,,,10.0,,,10.0,,,,10.0,,,,,,,,,10.0,,,,,,,10.0,,,,,,10.0,,,,
1055,9.0,9.0,,8.58695652173913,,9.0,8.68,7.333333333333333,9.055555555555555,,7.555555555555555,,9.0,,,8.307692307692308,9.0,8.0,,,9.0,9.666666666666666,,7.666666666666667,8.241379310344827,,8.513513513513514,9.272727272727272,8.5,9.4,9.3,8.882352941176471,,8.941176470588236,,10.0,8.333333333333334,8.363636363636363,,,8.0,
1056,7.071428571428571,7.833333333333333,,7.384615384615385,,7.666666666666667,7.9655172413793105,6.0,7.583333333333333,,10.0,7.0,6.666666666666667,,5.0,7.0,,,7.0,8.0,7.538461538461538,8.0,8.5,8.0,7.518518518518518,,7.3,8.375,7.5,7.1,,7.125,,7.833333333333333,,5.0,8.0,7.72,8.333333333333334,,9.0,
1059,7.24,7.0,,6.821428571428571,8.8,5.8,7.464285714285714,6.052631578947368,7.088235294117647,8.0,4.875,7.761904761904762,6.727272727272728,8.0,5.0,7.3076923076923075,,8.181818181818182,7.785714285714286,7.333333333333333,7.6976744186046515,7.529411764705882,,7.838709677419355,6.682539682539683,7.9,6.578947368421052,7.7894736842105265,7.269230769230769,7.4,4.0,7.0,,6.983870967741935,6.0,7.125,8.066666666666666,7.246376811594203,8.272727272727273,,8.333333333333334,
1060,8.324074074074074,8.087719298245615,,8.0,8.0,8.058823529411764,8.238805970149254,7.555555555555555,7.903225806451613,,7.35,8.62962962962963,9.1,7.5,9.0,8.0,8.75,8.0625,8.125,7.6,7.952380952380952,8.4,7.75,8.1875,7.797101449275362,9.2,7.976190476190476,7.902439024390244,8.9375,7.666666666666667,7.666666666666667,8.0625,,8.227272727272727,7.6,7.285714285714286,8.59375,8.293333333333333,9.0,,6.6,
1063,6.926739926739927,7.107142857142857,,6.69811320754717,5.5,5.875,7.33587786259542,6.221374045801527,6.878787878787879,6.5,6.346774193548387,7.0,7.0,,,7.073529411764706,6.5,7.059701492537314,7.314285714285714,6.727272727272728,6.983606557377049,7.166666666666667,6.25,7.6923076923076925,6.776515151515151,4.5,6.677083333333333,7.070422535211268,6.673076923076923,6.8,4.5,6.912621359223301,,6.898305084745763,7.388888888888889,6.0,7.0701754385964914,7.15483870967742,7.909090909090909,,6.823529411764706,
1064,8.545454545454545,8.7,,8.72,,8.8,8.866666666666667,8.4,8.866666666666667,7.0,8.6,8.5,,9.333333333333334,9.0,9.0,9.0,,10.0,9.0,8.5,9.0,,,8.88888888888889,,8.9,7.333333333333333,,8.875,,8.428571428571429,9.0,9.0,,8.5,8.666666666666666,8.7,,,9.0,
1065,7.446808510638298,7.666666666666667,,7.258064516129032,,7.333333333333333,7.375,6.75,7.612903225806452,7.5,6.0,,6.8,,6.5,7.6923076923076925,7.75,7.0,8.75,9.0,7.3,7.0,7.5,7.111111111111111,6.9375,,7.0,7.333333333333333,6.666666666666667,6.333333333333333,,7.558823529411764,,6.428571428571429,,7.0,7.615384615384615,7.375,7.5,,,
1066,7.224489795918367,7.08235294117647,,7.0344827586206895,4.666666666666667,7.15,7.527272727272727,6.432098765432099,6.883720930232558,7.428571428571429,7.2465753424657535,6.8,7.0,8.0,6.727272727272728,7.219512195121951,7.333333333333333,7.166666666666667,8.571428571428571,5.0,6.826086956521739,7.071428571428571,,6.777777777777778,7.284615384615384,,7.303448275862069,7.512195121951219,7.363636363636363,,7.25,7.162601626016261,,7.196078431372549,,4.0,7.454545454545454,7.333333333333333,9.0,,7.333333333333333,
1067,10.0,10.0,,,,,10.0,,10.0,10.0,,,,,,,,,10.0,,10.0,,,10.0,10.0,,,,,,,10.0,,,,,10.0,10.0,10.0,,,
1068,9.285714285714286,8.875,,9.15,9.0,9.0,9.333333333333334,9.0,8.875,10.0,9.0,9.5,8.833333333333334,,,9.0,9.0,10.0,9.4,,9.285714285714286,9.5,9.0,9.0,9.0,,9.5,9.555555555555555,9.5,9.0,,8.636363636363637,,9.0,10.0,,9.1,9.461538461538462,9.333333333333334,,9.5,
1069,6.864864864864865,6.695652173913044,,7.1891891891891895,,6.0,7.136363636363637,6.2727272727272725,5.764705882352941,5.0,6.714285714285714,7.0,5.5,,,5.714285714285714,7.0,8.666666666666666,7.5,7.0,6.083333333333333,7.0,8.0,6.222222222222222,6.125,,7.222222222222222,8.25,7.6,8.0,,7.108108108108108,,8.0,10.0,,7.454545454545454,6.708333333333333,6.833333333333333,,6.0,
